stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.00000] opening C:\Users\Chris\Dropbox\Chris Mahon = Final Year Project\src\Game\2DPlatformer\Debug\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.08253] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08258] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08262] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08267] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08270] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08275] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08278] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08282] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08285] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08290] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08293] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08297] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08300] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08303] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08306] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08310] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08313] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08317] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08320] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08325] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08329] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08334] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08342] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08346] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08349] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08354] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08358] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08362] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08366] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08370] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08373] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08377] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08381] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08385] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08388] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08392] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08397] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08401] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08404] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08408] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08412] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08417] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08422] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08426] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08429] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08432] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08435] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08439] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08443] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08447] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08450] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08454] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08462] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08467] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08470] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08474] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08477] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08481] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08484] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08488] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08491] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08494] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08497] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08501] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08504] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08507] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08510] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08513] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08519] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08522] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08525] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08529] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08531] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08535] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08538] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08542] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1669 d3d_create_display_internals     [   0.08553] Trying format 0.
d3d      I         d3d_disp.cpp:1344 d3d_display_thread_proc          [   0.08641] Chose a display format: 23
d3d      I         d3d_disp.cpp:1413 d3d_display_thread_proc          [   0.08646] Normal window.
d3d      I         d3d_disp.cpp:781  d3d_create_device                [   0.10917] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:839  d3d_create_device                [   0.15448] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:847  d3d_create_device                [   0.15453] Success
d3d      D         d3d_disp.cpp:1692 d3d_create_display_internals     [   0.15459] Resumed after wait.
d3d      I         d3d_disp.cpp:1725 d3d_create_display_internals     [   0.15482] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1756 d3d_create_display_internals     [   0.15491] Returning d3d_display: 011F9930
d3d      D         d3d_disp.cpp:1781 d3d_create_display_locked        [   0.15494] al_display=011F9930
d3d      D         d3d_disp.cpp:1782 d3d_create_display_locked        [   0.15498] al_display->vt=011AF378
system   D            wsystem.c:674  maybe_parent_dir                 [   0.15535] Also searching C:\Users\Chris\Dropbox\Chris Mahon = Final Year Project\src\Game\2DPlatformer\
system   D            wsystem.c:724  _al_win_safe_load_library        [   0.15555] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:635  load_library_at_path             [   0.15558] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:638  load_library_at_path             [   0.15824] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.15831] Module "d3dx9_43.dll" loaded.
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.15956] opening Assets/HealthBar.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16002] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16007] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16011] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16015] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16019] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16021] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16025] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16029] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16034] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.16036] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.16039] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.16043] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.16047] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.16079] added dtor for object 05A4D150, func 0F2C21F8
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.16231] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.16236] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.16267] opening Assets/HealthBit.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16286] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16289] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16292] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16294] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16296] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16299] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16301] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16303] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16306] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.16311] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.16313] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.16316] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.16324] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.16347] added dtor for object 05A4C460, func 0F2C21F8
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.16443] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.16447] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.16460] opening Assets/Player.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16475] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16478] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16480] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16483] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16485] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16487] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16490] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16492] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16494] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.16496] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.16499] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.16501] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.16503] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.16519] added dtor for object 02B7EE90, func 0F2C21F8
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.16590] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.16595] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.16618] opening Assets/SlimeScaled.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16640] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16644] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16647] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16649] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16652] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16654] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16657] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16660] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16663] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.16665] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.16668] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.16671] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.16676] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.16695] added dtor for object 05A51FE8, func 0F2C21F8
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.16762] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.16766] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.16801] opening Assets/SlimeScaled.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16819] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16822] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16824] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16826] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16829] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16831] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16833] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16836] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16838] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.16840] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.16842] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.16845] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.16847] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.16865] added dtor for object 05A61AF0, func 0F2C21F8
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.16934] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.16939] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.16969] opening Assets/SlimeScaled.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16990] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16994] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16997] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17000] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17003] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17006] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17008] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17011] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17014] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.17017] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.17020] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.17023] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.17026] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17044] added dtor for object 05A6D000, func 0F2C21F8
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.17136] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.17140] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.17174] opening Assets/Block1.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17189] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17191] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17194] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17196] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17199] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17201] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17204] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17206] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17208] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.17211] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.17213] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.17215] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.17217] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17235] added dtor for object 05A4CF20, func 0F2C21F8
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.17298] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.17302] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.17319] opening Assets/Block1.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17337] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17341] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17344] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17348] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17351] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17354] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17357] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17360] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17363] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.17366] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.17370] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.17373] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.17376] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17393] added dtor for object 05A7B440, func 0F2C21F8
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.17472] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.17477] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.17497] opening Assets/Block1.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17511] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17513] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17516] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17518] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17520] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17523] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17525] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17528] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17530] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.17533] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.17536] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.17539] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.17541] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17560] added dtor for object 05A7F610, func 0F2C21F8
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.17631] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.17634] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.17650] opening Assets/Block1.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17660] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17663] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17665] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17667] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17670] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17672] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17674] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17676] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17679] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.17682] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.17684] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.17687] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.17689] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17704] added dtor for object 05A817D0, func 0F2C21F8
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.17776] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.17781] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.17803] opening Assets/Block1.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17816] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17819] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17821] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17823] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17826] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17828] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17831] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17833] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17835] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.17838] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.17841] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.17843] Found a format
